cobra_reaction_id,galactose,acetate,pyruvate,glycerol,fructose,succinate,glucose
FUMtex,0.0,0.0,0.0,0.0,0.0,0.069000000000000006,0.0
LDH_D,0.0,0.0,0.069000000000000006,0.0,0.0,0.0,0.0
D_LACt2pp,0.0,0.0,0.069000000000000006,0.0,0.0,0.0,0.0
PGK,0.013999999999999999,0.30059999999999998,0.022200000000000001,0.083099999999999993,0.1242,0.29959999999999998,0.14169999999999999
PGM,0.013999999999999999,0.30059999999999998,0.022200000000000001,0.083099999999999993,0.1242,0.29959999999999998,0.14169999999999999
ACt2rpp,0.0,0.32550000000000001,0.53049999999999997,0.20019999999999999,0.058799999999999998,0.30869999999999997,1.0288999999999999
ACKr,0.0,0.32550000000000001,0.53049999999999997,0.20019999999999999,0.058799999999999998,0.30869999999999997,1.0288999999999999
FRUtex,0.0,0.0,0.0,0.0,0.27879999999999999,0.0,0.0
FRUK,0.0,0.0,0.0,0.0,0.27879999999999999,0.0,0.0
GALabcpp,0.0132,0.0,0.0,0.0,0.0,0.0,0.0
GALKr,0.0132,0.0,0.0,0.0,0.0,0.0,0.0
UGLT,0.0132,0.0,0.0,0.0,0.0,0.0,0.0
PGMT,0.0132,0.0,0.0,0.0,0.0,0.0,0.0
GLCptspp,0.0,0.0,0.0,0.0,0.0,0.0,0.037999999999999999
GLYCtex,0.0,0.0,0.0,0.1459,0.0,0.0,0.0
GLYK,0.0,0.0,0.0,0.1459,0.0,0.0,0.0
G3PD5,0.0,0.0,0.0,0.1459,0.0,0.0,0.0
GLCNtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GNK,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PYRt2rpp,0.0,0.0,0.79820000000000002,0.0,0.0,0.0,0.0
SUCCtex,0.0,0.0,0.0,0.0,0.0,0.30570000000000003,0.0
PGI,0.040000000000000001,0.56669999999999998,0.066699999999999995,0.16239999999999999,0.37259999999999999,0.54449999999999998,0.311
FBA,0.0064000000000000003,0.1181,0.0086,0.040500000000000001,0.045900000000000003,0.1142,0.052499999999999998
TPI,0.013999999999999999,0.30059999999999998,0.022200000000000001,0.083099999999999993,0.1242,0.29959999999999998,0.14169999999999999
GAPD,0.013999999999999999,0.30059999999999998,0.022200000000000001,0.083099999999999993,0.1242,0.29959999999999998,0.14169999999999999
ENO,0.013999999999999999,0.30059999999999998,0.022200000000000001,0.083099999999999993,0.1242,0.29959999999999998,0.14169999999999999
PDH,0.033300000000000003,0.16639999999999999,0.1101,0.0516,0.1215,0.040500000000000001,0.0906
EDD,0.0155,0.20469999999999999,0.0,0.0,0.0,0.24440000000000001,0.079899999999999999
EDA,0.0155,0.20469999999999999,0.0,0.0,0.0,0.24440000000000001,0.079899999999999999
G6PDH2r,0.049799999999999997,0.49259999999999998,0.066699999999999995,0.0717,0.37259999999999999,0.52900000000000003,0.2833
PGL,0.049799999999999997,0.49259999999999998,0.066699999999999995,0.0717,0.37259999999999999,0.52900000000000003,0.2833
GND,0.047300000000000002,0.44799999999999995,0.066699999999999995,0.1547,0.37259999999999999,0.46920000000000001,0.27179999999999999
RPI,0.015800000000000002,0.14929999999999999,0.022200000000000001,0.0516,0.1242,0.15640000000000001,0.0906
RPE,0.015800000000000002,0.14929999999999999,0.022200000000000001,0.0516,0.1242,0.15640000000000001,0.0906
TKT1,0.015800000000000002,0.14929999999999999,0.022200000000000001,0.0516,0.1242,0.15640000000000001,0.0906
TALA,0.015800000000000002,0.14929999999999999,0.022200000000000001,0.0516,0.1242,0.15640000000000001,0.0906
TKT2,0.015800000000000002,0.14929999999999999,0.022200000000000001,0.0516,0.1242,0.15640000000000001,0.0906
PPC,0.0206,0.35389999999999999,0.12790000000000001,0.0,0.1158,0.052699999999999997,0.1208
PPCK,0.033399999999999999,1.2094,0.27410000000000001,0.0,0.45860000000000001,3.4868000000000001,0.1208
CS,0.015800000000000002,0.14929999999999999,0.022200000000000001,0.0516,0.1242,0.15640000000000001,0.0906
ACONTa,0.015800000000000002,0.14929999999999999,0.022200000000000001,0.0516,0.1242,0.15640000000000001,0.0906
ACONTb,0.015800000000000002,0.14929999999999999,0.022200000000000001,0.0516,0.1242,0.15640000000000001,0.0906
ICDHyr,0.035400000000000001,0.3367,0.10150000000000001,0.0516,0.12820000000000001,0.3014,0.0906
AKGDH,0.035400000000000001,0.3367,0.10150000000000001,0.0516,0.12820000000000001,0.3014,0.0906
SUCOAS,0.035400000000000001,0.3367,0.10150000000000001,0.0516,0.12820000000000001,0.3014,0.0906
FUM,0.015800000000000002,0.14929999999999999,0.022200000000000001,0.0516,0.1242,0.15640000000000001,0.0906
ICL,0.030499999999999999,0.21959999999999999,0.10349999999999999,0.0,0.0135,0.14749999999999999,0.0
MALS,0.030499999999999999,0.21959999999999999,0.10349999999999999,0.0,0.0135,0.14749999999999999,0.0
